row_id,instruction,raw_input,goal_text,business_context,summary,text,campaign_goal_rule,campaign_goal_rule_confidence,campaign_goal_rule_matches,campaign_goal_zero_shot,campaign_goal_zero_shot_confidence,campaign_goal_second_choice,campaign_goal_second_choice_confidence,campaign_goal_phi3,campaign_goal,campaign_goal_confidence,campaign_goal_agreement,campaign_goal_source,campaign_goal_needs_review,tone_rule,tone_rule_confidence,tone_rule_matches,tone_zero_shot,tone_zero_shot_confidence,tone_second_choice,tone_second_choice_confidence,tone_phi3,tone,tone_confidence,tone_agreement,tone_source,tone_needs_review,needs_review,joint_label_confidence,labeling_method,valid_label_pair
531,Create a social media campaign to increase brand awareness and drive sales for a sustainable fashion brand targeting young adults.,"Company: GreenThreads; Target Audience: Fashion-conscious young adults (18-30); Constraints: Limited budget of $5,000; Goals: Increase brand awareness by 20%, drive sales by 15%; Workflow Stage: Strategy","Increase brand awareness by 20%, drive sales by 15%; Workflow Stage: Strategy","Company: GreenThreads; Target Audience: Fashion-conscious young adults (18-30); Constraints: Limited budget of $5,000;","Company: GreenThreads; Target Audience: Fashion-conscious young adults (18-30); Constraints: Limited budget of $5,000;","Develop a 3-month campaign focusing on Instagram and TikTok, utilizing eco-friendly influencers, user-generated content, and sponsored ads highlighting GreenThreads' commitment to sustainability. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation. Utilize relevant hashtags, collaborate with 5 eco-conscious influencers, and share customer testimonials to create engaging content.",awareness,0.3667,brand awareness,awareness,0.5827,conversion,0.2397,awareness,awareness,0.5839,1.0,rule_zero_shot_agreement,True,,0.0,,emotional,0.264,professional,0.224,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.5918952610048505,rule_bart_mnli_phi3_ensemble,True
532,Design an email marketing campaign to nurture leads and encourage conversions for a B2B software company.,"Company: Tech Solutions Inc.; Target Audience: Business owners and decision-makers; Constraints: Limited email list of 1,000 subscribers; Goals: Nurture 30% of leads, convert 10% into paying customers; Workflow Stage: Copywriting","Nurture 30% of leads, convert 10% into paying customers; Workflow Stage: Copywriting","Company: Tech Solutions Inc.; Target Audience: Business owners and decision-makers; Constraints: Limited email list of 1,000 subscribers;","Company: Tech Solutions Inc.; Target Audience: Business owners and decision-makers; Constraints: Limited email list of 1,000 subscribers;","Create a 5-email sequence focusing on educating subscribers about the benefits of Tech Solutions' software. Email 1: Introduction to the software's features; Email 2: Success stories and case studies; Email 3: Exclusive webinar invitation; Email 4: Personalized demo offer; Email 5: Special promotion and trial offer. Utilize attention-grabbing subject lines, clear CTAs, and personalize content using subscriber data.",,0.0,,conversion,0.4644,retention,0.3255,lead_generation,lead_generation,0.62,0.5,phi3_tiebreak,True,luxury,0.3192,exclusive,persuasive,0.4791,luxury,0.1937,professional,professional,0.6,0.3333,phi3_tiebreak,True,True,0.6099180272790763,rule_bart_mnli_phi3_ensemble,True
533,Develop a content marketing strategy to establish a health and wellness brand as a thought leader in the industry.,"Company: Wellness Pro; Target Audience: Health-conscious individuals; Constraints: Limited resources for content creation; Goals: Increase website traffic by 25%, establish thought leadership; Workflow Stage: Strategy","Increase website traffic by 25%, establish thought leadership; Workflow Stage: Strategy",Company: Wellness Pro; Target Audience: Health-conscious individuals; Constraints: Limited resources for content creation;,Company: Wellness Pro; Target Audience: Health-conscious individuals; Constraints: Limited resources for content creation;,"Develop a content hub on the Wellness Pro website featuring in-depth guides, videos, and podcasts on various health and wellness topics. Partner with industry experts to create high-quality content, and repurpose existing content into social media posts, email newsletters, and lead magnets. Utilize SEO optimization and internal linking to improve website visibility.",awareness,0.6333,website traffic,awareness,0.7699,lead_generation,0.091,,awareness,0.8148,1.0,rule_zero_shot_agreement,False,professional,0.5875,industry,professional,0.3093,luxury,0.1904,professional,professional,0.5345,1.0,rule_zero_shot_agreement,True,True,0.6599322692519286,rule_bart_mnli_phi3_ensemble,True
534,Develop a social media campaign to increase brand awareness among young adults for a sustainable fashion brand.,"Company: GreenThreads, a fashion brand offering eco-friendly clothing made from recycled materials. Target Audience: 18-30-year-olds active on social media, interested in sustainability. Constraints: Limited budget, need to create engaging content without high production costs. Goals: Increase brand awareness, drive website traffic, and boost sales. Workflow Stage: Strategy.","Increase brand awareness, drive website traffic, and boost sales. Workflow Stage: Strategy.","Company: GreenThreads, a fashion brand offering eco-friendly clothing made from recycled materials. Target Audience: 18-30-year-olds active on social media, interested in sustainability. Constraints: Limited budget, need to create engaging content without high production costs.","Company: GreenThreads, a fashion brand offering eco-friendly clothing made from recycled materials. Target Audience: 18-30-year-olds active on social media, interested in sustainability. Constraints: Limited budget, need to create engaging content without high production costs.","Create a social media challenge, ""Eco-Fashion Revolution,"" encouraging users to share their own sustainable fashion choices, using a branded hashtag, and tagging GreenThreads. Partner with eco-influencers to amplify the message. Utilize Instagram Reels and TikTok for short-form content, and Facebook for longer-form storytelling. Offer a discount code to participants who share their own eco-friendly fashion tips.",awareness,1.0,brand awareness|website traffic,awareness,0.6888,conversion,0.1986,awareness,awareness,0.98,1.0,rule_zero_shot_agreement,False,persuasive,0.8625,discount|offer,persuasive,0.2726,humorous,0.2176,friendly,persuasive,0.6381,0.6667,rule_zero_shot_agreement,False,False,0.7907831561180346,rule_bart_mnli_phi3_ensemble,True
535,Craft a compelling email marketing campaign to nurture leads for a B2B software company.,"Company: TechSolutions, a B2B software company offering innovative project management tools. Target Audience: Business owners, project managers, and team leaders in various industries. Constraints: Limited time to create and send the campaign. Goals: Nurture leads, increase conversions, and drive sales. Workflow Stage: Copywriting.","Nurture leads, increase conversions, and drive sales. Workflow Stage: Copywriting.","Company: TechSolutions, a B2B software company offering innovative project management tools. Target Audience: Business owners, project managers, and team leaders in various industries. Constraints: Limited time to create and send the campaign.","Company: TechSolutions, a B2B software company offering innovative project management tools. Target Audience: Business owners, project managers, and team leaders in various industries. Constraints: Limited time to create and send the campaign.","Design a 3-email sequence: ""Project Management Mastery."" Email 1: ""5 Common Project Management Mistakes"" (awareness). Email 2: ""How to Streamline Your Workflow"" (consideration). Email 3: ""Get Started with TechSolutions"" (decision). Use attention-grabbing subject lines, concise copy, and clear CTAs. Personalize the emails using the recipient's name and company name.",conversion,0.8167,drive sales,conversion,0.6384,lead_generation,0.1366,lead_generation,conversion,0.8565,0.6667,rule_zero_shot_agreement,False,persuasive,0.4867,,persuasive,0.393,professional,0.3405,professional,persuasive,0.5352,0.6667,rule_zero_shot_agreement,True,True,0.6770515489975635,rule_bart_mnli_phi3_ensemble,True
536,Develop a content marketing strategy to establish thought leadership for a healthcare technology company.,"Company: MedTech, a healthcare technology company offering innovative patient engagement solutions. Target Audience: Healthcare professionals, hospital administrators, and medical researchers. Constraints: Need to create high-quality, informative content that resonates with the audience. Goals: Establish thought leadership, increase brand credibility, and drive leads. Workflow Stage: Strategy.","Establish thought leadership, increase brand credibility, and drive leads. Workflow Stage: Strategy.","Company: MedTech, a healthcare technology company offering innovative patient engagement solutions. Target Audience: Healthcare professionals, hospital administrators, and medical researchers. Constraints: Need to create high-quality, informative content that resonates with the audience.","Company: MedTech, a healthcare technology company offering innovative patient engagement solutions. Target Audience: Healthcare professionals, hospital administrators, and medical researchers. Constraints: Need to create high-quality, informative content that resonates with the audience.","Create a content hub, ""The Future of Patient Engagement,"" featuring in-depth guides, whitepapers, and webinars on topics such as patient-centered care, digital health, and healthcare innovation. Utilize SEO to increase visibility, and social media to amplify the content. Partner with industry experts to co-author and",,0.0,,awareness,0.7818,lead_generation,0.1244,lead_generation,awareness,0.7818,0.5,high_confidence_zero_shot,False,professional,0.1375,industry,professional,0.2484,luxury,0.2017,professional,professional,0.2985,1.0,rule_zero_shot_agreement,True,True,0.4830810491004589,rule_bart_mnli_phi3_ensemble,True
537,Create a social media campaign to promote a new eco-friendly fashion brand.,"Company: Green Threads, a sustainable fashion startup Target Audience: Millennials and Gen Z, environmentally conscious consumers Constraints: Limited budget, high competition in the eco-friendly market Goals: Increase brand awareness, drive website traffic, and generate sales Workflow Stage: Strategy","Increase brand awareness, drive website traffic, and generate sales Workflow Stage: Strategy","Company: Green Threads, a sustainable fashion startup Target Audience: Millennials and Gen Z, environmentally conscious consumers Constraints: Limited budget, high competition in the eco-friendly market","Company: Green Threads, a sustainable fashion startup Target Audience: Millennials and Gen Z, environmentally conscious consumers Constraints: Limited budget, high competition in the eco-friendly market","""Green Threads Challenge"" - a social media campaign encouraging users to share their sustainable fashion choices, using a branded hashtag and tagging the brand. Partner with eco-influencers to showcase the brand's commitment to sustainability. Utilize Instagram Reels and TikTok for engaging, short-form content.",awareness,1.0,brand awareness|website traffic,awareness,0.7349,conversion,0.1524,,awareness,0.99,1.0,rule_zero_shot_agreement,False,,0.0,,humorous,0.2529,persuasive,0.2159,friendly,friendly,0.6,0.5,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
538,Develop a content marketing strategy for a B2B software company.,"Company: TechSolutions, a software development company Target Audience: Business owners and decision-makers in the tech industry Constraints: Highly competitive market, complex software products Goals: Establish thought leadership, generate leads, and drive conversions Workflow Stage: Content Creation","Establish thought leadership, generate leads, and drive conversions Workflow Stage: Content Creation","Company: TechSolutions, a software development company Target Audience: Business owners and decision-makers in the tech industry Constraints: Highly competitive market, complex software products","Company: TechSolutions, a software development company Target Audience: Business owners and decision-makers in the tech industry Constraints: Highly competitive market, complex software products","""TechTalks"" - a podcast series featuring industry experts and thought leaders discussing the latest trends and innovations in software development. Create accompanying blog posts, social media content, and email newsletters to amplify the reach and engagement.",lead_generation,0.8167,generate leads,awareness,0.361,conversion,0.2354,lead_generation,lead_generation,0.8967,0.6667,three_method_majority,False,professional,0.5875,industry,humorous,0.2508,luxury,0.2122,professional,professional,0.6575,0.6667,three_method_majority,False,False,0.7678412921952036,rule_bart_mnli_phi3_ensemble,True
539,Design an email marketing campaign to promote a new product launch.,"Company: BeautyBuzz, a cosmetics company Target Audience: Women aged 25-45, interested in beauty and skincare Constraints: Limited email list, high competition in the beauty industry Goals: Create buzz around the new product, drive sales, and increase email list growth Workflow Stage: Email Marketing","Create buzz around the new product, drive sales, and increase email list growth Workflow Stage: Email Marketing","Company: BeautyBuzz, a cosmetics company Target Audience: Women aged 25-45, interested in beauty and skincare Constraints: Limited email list, high competition in the beauty industry","Company: BeautyBuzz, a cosmetics company Target Audience: Women aged 25-45, interested in beauty and skincare Constraints: Limited email list, high competition in the beauty industry","""Unlock the Secret"" - an email campaign featuring a series of teasers and exclusive content, building up to the product launch. Offer a limited-time discount to encourage early purchases and referrals.",conversion,0.8167,drive sales,awareness,0.5968,conversion,0.1769,lead_generation,conversion,0.8167,0.3333,high_confidence_rule,True,persuasive,0.6125,discount|offer,humorous,0.2337,persuasive,0.1942,persuasive,persuasive,0.6825,0.6667,three_method_majority,False,True,0.7465907513490909,rule_bart_mnli_phi3_ensemble,True
540,Create a social media campaign to promote a social cause.,"Company: CharityConnect, a non-profit organization Target Audience: General public, with a focus on socially conscious individuals Constraints: Limited budget, high competition for attention Goals: Raise awareness, drive donations, and increase volunteer sign-ups Workflow Stage: Social Media","Raise awareness, drive donations, and increase volunteer sign-ups Workflow Stage: Social Media","Company: CharityConnect, a non-profit organization Target Audience: General public, with a focus on socially conscious individuals Constraints: Limited budget, high competition for attention","Company: CharityConnect, a non-profit organization Target Audience: General public, with a focus on socially conscious individuals Constraints: Limited budget, high competition for attention","""Share the Love"" - a social media campaign featuring emotive storytelling, influencer partnerships, and a branded hashtag. Utilize Facebook Fundraisers and Instagram",,0.0,,awareness,0.4443,engagement,0.3894,awareness,awareness,0.5243,1.0,three_method_majority,True,,0.0,,emotional,0.877,humorous,0.0522,emotional,emotional,0.947,1.0,three_method_majority,False,True,0.7046361472419649,rule_bart_mnli_phi3_ensemble,True
541,Create a pre-launch hype campaign for a new eco-friendly fashion brand.,"Company: Verde Clothing; Target Audience: Young adults aged 18-30 who prioritize sustainability; Constraints: Limited budget, 6-week timeline; Goals: Generate buzz, drive website traffic, and collect email sign-ups; Workflow Stage: Strategy.","Generate buzz, drive website traffic, and collect email sign-ups; Workflow Stage: Strategy.","Company: Verde Clothing; Target Audience: Young adults aged 18-30 who prioritize sustainability; Constraints: Limited budget, 6-week timeline;","Company: Verde Clothing; Target Audience: Young adults aged 18-30 who prioritize sustainability; Constraints: Limited budget, 6-week timeline;","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their own eco-friendly fashion tips and tricks using a branded hashtag. Partner with 5 eco-influencers to showcase Verde's designs and encourage user-generated content. Offer a 10% discount to participants who sign up for the newsletter.",awareness,0.6333,website traffic,lead_generation,0.7117,awareness,0.1796,lead_generation,lead_generation,0.7917,0.6667,three_method_majority,False,persuasive,1.0,sign up|discount|offer,humorous,0.2786,persuasive,0.2662,persuasive,persuasive,0.96,0.6667,three_method_majority,False,False,0.8717981417736562,rule_bart_mnli_phi3_ensemble,True
542,Develop a targeted ad campaign for a new AI-powered fitness app.,"Company: FitGenie; Target Audience: Fitness enthusiasts aged 25-45; Constraints: $5,000 ad budget, 3-month timeline; Goals: Drive app downloads, increase brand awareness; Workflow Stage: Image Generation.","Drive app downloads, increase brand awareness; Workflow Stage: Image Generation.","Company: FitGenie; Target Audience: Fitness enthusiasts aged 25-45; Constraints: $5,000 ad budget, 3-month timeline;","Company: FitGenie; Target Audience: Fitness enthusiasts aged 25-45; Constraints: $5,000 ad budget, 3-month timeline;","Create a series of eye-catching ads featuring AI-generated fitness avatars, highlighting the app's personalized workout plans and real-time tracking features. Use Facebook and Instagram ads to target users who have shown interest in fitness and wellness, with a focus on lookalike audiences and interest-based targeting.",awareness,0.5917,brand awareness,awareness,0.6081,lead_generation,0.3032,awareness,awareness,0.7191,1.0,rule_zero_shot_agreement,False,,0.0,,persuasive,0.221,professional,0.2194,persuasive,persuasive,0.291,1.0,three_method_majority,True,True,0.4574473740224114,rule_bart_mnli_phi3_ensemble,True
543,Write engaging product descriptions for an e-commerce website selling artisanal home decor.,"Company: Handmade Haven; Target Audience: Home decor enthusiasts aged 25-50; Constraints: 500-word limit, SEO optimization; Goals: Increase conversions, enhance brand storytelling; Workflow Stage: Copywriting.","Increase conversions, enhance brand storytelling; Workflow Stage: Copywriting.","Company: Handmade Haven; Target Audience: Home decor enthusiasts aged 25-50; Constraints: 500-word limit, SEO optimization;","Company: Handmade Haven; Target Audience: Home decor enthusiasts aged 25-50; Constraints: 500-word limit, SEO optimization;","Craft detailed, emotive product descriptions that highlight the craftsmanship, materials, and story behind each piece. Use sensory language to transport customers into the artisan's workshop, and emphasize the unique character of each handmade item.",,0.0,,conversion,0.3802,retention,0.2757,,conversion,0.3232,1.0,low_confidence_best_available,True,,0.0,,emotional,0.8867,luxury,0.0918,emotional,emotional,0.9567,1.0,three_method_majority,False,True,0.5560624425368071,rule_bart_mnli_phi3_ensemble,True
544,Design a loyalty program for a popular coffee shop chain.,"Company: The Daily Grind; Target Audience: Frequent coffee drinkers aged 18-40; Constraints: Existing loyalty program in place, 3-month timeline; Goals: Increase customer retention, drive sales; Workflow Stage: Strategy.","Increase customer retention, drive sales; Workflow Stage: Strategy.","Company: The Daily Grind; Target Audience: Frequent coffee drinkers aged 18-40; Constraints: Existing loyalty program in place, 3-month timeline;","Company: The Daily Grind; Target Audience: Frequent coffee drinkers aged 18-40; Constraints: Existing loyalty program in place, 3-month timeline;","Introduce a revamped loyalty program, ""The Daily Rewards,"" offering points for every purchase, with rewards such as free drinks, food discounts, and exclusive promotions. Implement a tiered system, with bonus rewards for customers who reach certain milestones, and offer personalized offers based on purchase history.",conversion,0.3667,drive sales,retention,0.6547,conversion,0.3186,retention,retention,0.7347,0.6667,three_method_majority,False,luxury,0.3192,exclusive,luxury,0.2064,humorous,0.1971,professional,luxury,0.3572,0.6667,rule_zero_shot_agreement,True,True,0.5122839447025448,rule_bart_mnli_phi3_ensemble,True
545,Create a social media campaign to increase brand awareness among young adults for a sustainable fashion brand.,"Company: GreenThreads, a sustainable fashion brand Target Audience: Young adults (18-30) interested in eco-friendly living Constraints: Limited budget ($5,000) Goals: Increase brand awareness by 30% in 6 weeks Workflow Stage: Social media strategy",Increase brand awareness by 30% in 6 weeks Workflow Stage: Social media strategy,"Company: GreenThreads, a sustainable fashion brand Target Audience: Young adults (18-30) interested in eco-friendly living Constraints: Limited budget ($5,000)","Company: GreenThreads, a sustainable fashion brand Target Audience: Young adults (18-30) interested in eco-friendly living Constraints: Limited budget ($5,000)","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their own sustainable fashion tips and tricks using a branded hashtag. Partner with eco-influencers to amplify the campaign. Allocate $2,000 for influencer collaborations, $1,500 for paid social media ads, and $1,500 for content creation. Track engagement and adjust the campaign strategy using AI-powered analytics.",awareness,0.8167,brand awareness,awareness,0.811,engagement,0.0918,,awareness,0.9341,1.0,rule_zero_shot_agreement,False,professional,0.5875,strategy,professional,0.2332,humorous,0.2209,professional,professional,0.4926,1.0,rule_zero_shot_agreement,True,True,0.6783344750195143,rule_bart_mnli_phi3_ensemble,True
546,Develop a targeted email marketing campaign to promote a new AI-powered fitness app.,"Company: FitGenius, an AI-powered fitness app Target Audience: Fitness enthusiasts (25-45) interested in personalized workouts Constraints: Email list of 10,000 subscribers Goals: Drive 500 app downloads within 2 weeks Workflow Stage: Email marketing strategy",Drive 500 app downloads within 2 weeks Workflow Stage: Email marketing strategy,"Company: FitGenius, an AI-powered fitness app Target Audience: Fitness enthusiasts (25-45) interested in personalized workouts Constraints: Email list of 10,000 subscribers","Company: FitGenius, an AI-powered fitness app Target Audience: Fitness enthusiasts (25-45) interested in personalized workouts Constraints: Email list of 10,000 subscribers","Design a 3-email sequence: Introduction, Features, and Exclusive Offer. Use AI-driven segmentation to personalize the content based on subscribers' fitness goals and preferences. Include a limited-time discount (20% off) for the first 200 downloads. Allocate $1,000 for email design and copywriting, and $500 for email list segmentation.",lead_generation,0.6333,download,lead_generation,0.6111,awareness,0.1926,lead_generation,lead_generation,0.7433,1.0,rule_zero_shot_agreement,False,persuasive,0.6125,discount|offer,professional,0.2259,luxury,0.218,persuasive,persuasive,0.6825,0.6667,three_method_majority,False,False,0.7122515356248802,rule_bart_mnli_phi3_ensemble,True
547,Create a content marketing strategy to establish a thought leadership position for a renewable energy company.,"Company: SolarPioneers, a renewable energy company Target Audience: Business owners and sustainability professionals Constraints: Limited content creation resources Goals: Publish 12 high-quality articles within 6 months Workflow Stage: Content creation",Publish 12 high-quality articles within 6 months Workflow Stage: Content creation,"Company: SolarPioneers, a renewable energy company Target Audience: Business owners and sustainability professionals Constraints: Limited content creation resources","Company: SolarPioneers, a renewable energy company Target Audience: Business owners and sustainability professionals Constraints: Limited content creation resources","Develop a content calendar focusing on industry trends, innovation, and case studies. Utilize AI-powered content generation tools to optimize research and drafting. Collaborate with industry experts and thought leaders to amplify credibility. Allocate $3,000 for content creation, $2,000 for expert collaborations, and $1,000 for content promotion.",,0.0,,retention,0.3678,awareness,0.3503,awareness,awareness,0.62,0.5,phi3_tiebreak,True,professional,0.9083,industry|research|expert,professional,0.469,humorous,0.1418,professional,professional,0.7667,1.0,rule_zero_shot_agreement,False,True,0.6894592083655131,rule_bart_mnli_phi3_ensemble,True
548,Create a social media campaign to increase brand awareness for an eco-friendly fashion brand among millennials.,"Company: Green Threads, a sustainable fashion brand Target Audience: Millennials aged 25-35, fashion-conscious, and environmentally aware Constraints: Limited budget ($1,000), 6-week campaign duration Goals: Increase followers by 20%, boost engagement by 30%, drive 15% more website traffic Workflow Stage: Strategy","Increase followers by 20%, boost engagement by 30%, drive 15% more website traffic Workflow Stage: Strategy","Company: Green Threads, a sustainable fashion brand Target Audience: Millennials aged 25-35, fashion-conscious, and environmentally aware Constraints: Limited budget ($1,000), 6-week campaign duration","Company: Green Threads, a sustainable fashion brand Target Audience: Millennials aged 25-35, fashion-conscious, and environmentally aware Constraints: Limited budget ($1,000), 6-week campaign duration","Develop a #SustainableFashionChallenge, encouraging users to share eco-friendly fashion tips, tricks, and favorite Green Threads pieces on Instagram and TikTok. Collaborate with 3 eco-influencers for sponsored content, and offer a 15% discount to participants who use a branded hashtag. Allocate $300 for influencer partnerships, $200 for content creation, and $500 for targeted ads.",awareness,0.8167,followers|website traffic,engagement,0.5523,awareness,0.3521,awareness,awareness,0.8967,0.6667,three_method_majority,False,persuasive,0.8625,discount|offer,persuasive,0.2518,humorous,0.2274,professional,persuasive,0.6266,0.6667,rule_zero_shot_agreement,False,False,0.749581363162132,rule_bart_mnli_phi3_ensemble,True
549,Design an email marketing campaign to nurture leads for a B2B software company.,"Company: Proxima Software, a provider of AI-powered project management tools Target Audience: Business owners and project managers at mid-sized companies Constraints: 3-email sequence, 2-week campaign duration Goals: Convert 20% of leads into demo requests, increase sales by 15% Workflow Stage: Copywriting","Convert 20% of leads into demo requests, increase sales by 15% Workflow Stage: Copywriting","Company: Proxima Software, a provider of AI-powered project management tools Target Audience: Business owners and project managers at mid-sized companies Constraints: 3-email sequence, 2-week campaign duration","Company: Proxima Software, a provider of AI-powered project management tools Target Audience: Business owners and project managers at mid-sized companies Constraints: 3-email sequence, 2-week campaign duration","Craft a 3-email sequence: 1. ""5 Project Management Pain Points"" (awareness), 2. ""How Proxima Software Solves Your Challenges"" (consideration), 3. ""Limited-Time Demo Offer"" (decision). Use a conversational tone, include customer testimonials, and add a clear CTA in each email.",conversion,0.8167,increase sales,lead_generation,0.4818,conversion,0.2675,lead_generation,lead_generation,0.5618,0.6667,three_method_majority,True,persuasive,0.6333,offer,friendly,0.3875,persuasive,0.2388,friendly,friendly,0.4575,0.6667,three_method_majority,True,True,0.5069748514472883,rule_bart_mnli_phi3_ensemble,True
550,Generate social media content for a new product launch in the fitness industry.,"Company: FitFusion, a fitness equipment manufacturer Target Audience: Fitness enthusiasts, personal trainers, and gym owners Constraints: Launch date in 4 weeks, content calendar for 8 weeks Goals: Create buzz around the new product, increase sales by 20% within the first 6 weeks Workflow Stage: Image Generation","Create buzz around the new product, increase sales by 20% within the first 6 weeks Workflow Stage: Image Generation","Company: FitFusion, a fitness equipment manufacturer Target Audience: Fitness enthusiasts, personal trainers, and gym owners Constraints: Launch date in 4 weeks, content calendar for 8 weeks","Company: FitFusion, a fitness equipment manufacturer Target Audience: Fitness enthusiasts, personal trainers, and gym owners Constraints: Launch date in 4 weeks, content calendar for 8 weeks","Develop a content calendar featuring: Weeks 1-2: Teaser videos and images showcasing the product's features Weeks 3-4: Influencer partnerships and user-generated content campaigns Weeks 5-6: Product demos, tutorials, and customer testimonials Weeks 7-8: Special promotions, discounts, and limited-time offers Use a mix of graphics, videos, and images to",conversion,0.8167,increase sales,awareness,0.6785,conversion,0.1532,awareness,awareness,0.7585,0.6667,three_method_majority,False,,0.0,,persuasive,0.2085,friendly,0.1773,persuasive,persuasive,0.2785,1.0,three_method_majority,True,True,0.4596109768053848,rule_bart_mnli_phi3_ensemble,True
551,Create a social media campaign to raise awareness about eco-friendly fashion and promote a new sustainable clothing line.,"Company: GreenThreads, a startup fashion brand; Target Audience: Environmentally conscious millennials; Constraints: Limited budget; Goals: Increase brand awareness, drive website traffic; Workflow Stage: Strategy","Increase brand awareness, drive website traffic; Workflow Stage: Strategy","Company: GreenThreads, a startup fashion brand; Target Audience: Environmentally conscious millennials; Constraints: Limited budget;","Company: GreenThreads, a startup fashion brand; Target Audience: Environmentally conscious millennials; Constraints: Limited budget;","Develop a 6-week campaign featuring Instagram Reels showcasing the brand's eco-friendly manufacturing process, influencer partnerships, and customer testimonials. Utilize relevant hashtags, such as #Sustainability and #EcoFashion, to increase visibility.",awareness,1.0,brand awareness|website traffic,awareness,0.8169,lead_generation,0.1178,,awareness,0.99,1.0,rule_zero_shot_agreement,False,,0.0,,emotional,0.3074,professional,0.1924,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
552,Design a targeted email marketing campaign to promote a new fitness program for busy professionals.,"Company: FitCorp, a fitness studio; Target Audience: Working professionals aged 25-45; Constraints: Limited email list; Goals: Drive program sign-ups; Workflow Stage: Copywriting",Drive program sign-ups; Workflow Stage: Copywriting,"Company: FitCorp, a fitness studio; Target Audience: Working professionals aged 25-45; Constraints: Limited email list;","Company: FitCorp, a fitness studio; Target Audience: Working professionals aged 25-45; Constraints: Limited email list;","Create a series of 4 emails highlighting the program's benefits, such as increased energy and productivity. Use attention-grabbing subject lines, like ""Transform Your Body in 30 Days,"" and include a clear call-to-action (CTA) to sign up for a free trial class.",,0.0,,conversion,0.5086,lead_generation,0.2086,lead_generation,lead_generation,0.62,0.5,phi3_tiebreak,True,persuasive,0.725,sign up,persuasive,0.7948,luxury,0.0663,,persuasive,0.8634,1.0,rule_zero_shot_agreement,False,True,0.7316474560879713,rule_bart_mnli_phi3_ensemble,True
553,Develop a comprehensive rebranding strategy to appeal to a younger demographic.,"Company: LuxuryRide, a high-end car manufacturer; Target Audience: Young professionals and entrepreneurs; Constraints: Maintaining brand heritage; Goals: Increase brand appeal, drive sales; Workflow Stage: Image Generation","Increase brand appeal, drive sales; Workflow Stage: Image Generation","Company: LuxuryRide, a high-end car manufacturer; Target Audience: Young professionals and entrepreneurs; Constraints: Maintaining brand heritage;","Company: LuxuryRide, a high-end car manufacturer; Target Audience: Young professionals and entrepreneurs; Constraints: Maintaining brand heritage;","Create a modern, sleek visual identity featuring bold typography and vibrant colors. Utilize Instagram and TikTok to showcase the brand's new design language, highlighting innovative features and exclusive experiences.",conversion,0.8167,drive sales,awareness,0.6793,conversion,0.2421,awareness,awareness,0.7593,0.6667,three_method_majority,False,luxury,0.6792,exclusive,luxury,0.9091,professional,0.0251,,luxury,0.9056,1.0,rule_zero_shot_agreement,False,False,0.8292298113309723,rule_bart_mnli_phi3_ensemble,True
554,Partner with a non-profit organization to raise awareness about mental health and promote a fundraising campaign.,"Company: MindfulMates, a mental wellness app; Target Audience: Young adults; Constraints: Limited budget; Goals: Drive donations, increase brand awareness; Workflow Stage: Post Scheduling","Drive donations, increase brand awareness; Workflow Stage: Post Scheduling","Company: MindfulMates, a mental wellness app; Target Audience: Young adults; Constraints: Limited budget;","Company: MindfulMates, a mental wellness app; Target Audience: Young adults; Constraints: Limited budget;","Collaborate with the National Alliance on Mental Illness (NAMI) to create a 4-week social media campaign featuring personal stories, educational content, and donation CTAs. Utilize Instagram's ""Donate"" feature and Facebook Fundraisers to streamline donations.",awareness,0.8167,brand awareness,awareness,0.7799,lead_generation,0.1419,,awareness,0.9201,1.0,rule_zero_shot_agreement,False,,0.0,,emotional,0.507,friendly,0.1341,emotional,emotional,0.577,1.0,three_method_majority,True,True,0.7286272709691836,rule_bart_mnli_phi3_ensemble,True
